,et0_mm_day
2014-03-01,15.544862
2014-04-01,15.479267
2014-05-01,15.182026
2014-06-01,13.705842
2014-07-01,12.471035
2014-08-01,11.892505
2014-09-01,11.913106
2014-10-01,13.232112
2014-11-01,13.436183
2014-12-01,11.066236
2015-01-01,11.6326885
2015-02-01,13.93915
2015-03-01,16.621851
2015-04-01,18.297941
2015-05-01,16.679075
2015-06-01,14.021933
2015-07-01,14.206589
2015-08-01,13.756201
2015-09-01,12.796946
2015-10-01,12.617752
2015-11-01,13.422124
2015-12-01,11.589296
2016-01-01,11.412911
2016-02-01,12.950234
2016-03-01,16.164474
2016-04-01,16.334377
2016-05-01,14.791548
2016-06-01,14.919471
2016-07-01,13.036013
2016-08-01,12.238376
2016-09-01,12.574614
2016-10-01,14.056593
2016-11-01,13.006724
2016-12-01,12.635209
2017-01-01,12.539573
2017-02-01,13.84525
2017-03-01,15.628874
2017-04-01,18.00298
2017-05-01,14.981337
2017-06-01,14.284939
2017-07-01,14.531873
2017-08-01,13.26447
2017-09-01,12.701355
2017-10-01,15.3394785
2017-11-01,13.400338
2017-12-01,11.173196
2018-01-01,12.133427
2018-02-01,13.327464
2018-03-01,14.915958
2018-04-01,16.749453
2018-05-01,15.25081
2018-06-01,14.687777
2018-07-01,12.734562
2018-08-01,12.17623
2018-09-01,11.699632
2018-10-01,13.062149
2018-11-01,13.158321
2018-12-01,11.978052
2019-01-01,12.534685
2019-02-01,14.420562
2019-03-01,15.835047
2019-04-01,16.494951
2019-05-01,15.634641
2019-06-01,13.785705
2019-07-01,13.932541
2019-08-01,9.122997
2019-09-01,12.509495
2019-10-01,10.686651
2019-11-01,13.380736
2019-12-01,11.823707
2020-01-01,11.896871
2020-02-01,13.530232
2020-03-01,15.337296
2020-04-01,16.842798
2020-05-01,15.980549
2020-06-01,14.483817
2020-07-01,13.753362
2020-08-01,11.034332
2020-09-01,12.825333
2020-10-01,13.318956
2020-11-01,13.783015
2020-12-01,11.929117
2021-01-01,12.409784
2021-02-01,13.106391
2021-03-01,16.361526
2021-04-01,16.973219
2021-05-01,15.526586
2021-06-01,14.795452
2021-07-01,13.980471
2021-08-01,13.681844
2021-09-01,12.962103
2021-10-01,14.563873
2021-11-01,13.1103325
2021-12-01,11.83486
2022-01-01,12.131996
2022-02-01,13.549664
2022-03-01,16.0053
2022-04-01,16.41626
2022-05-01,16.995735
2022-06-01,15.459217
2022-07-01,14.071785
2022-08-01,11.680454
2022-09-01,11.591807
2022-10-01,12.618477
2022-11-01,12.750974
2022-12-01,10.8719225
2023-01-01,11.319295
2023-02-01,13.074333
2023-03-01,15.225067
2023-04-01,16.039583
2023-05-01,15.407337
2023-06-01,13.685791
2023-07-01,12.4102125
2023-08-01,11.542022
2023-09-01,11.591807
2023-10-01,12.618477
2023-11-01,12.301145
2023-12-01,10.8719225
2024-01-01,11.319295
2024-02-01,13.074333
2024-03-01,15.883266
2024-04-01,16.242926
2024-05-01,16.450272
2024-06-01,16.473473
2024-07-01,14.568254
2024-08-01,11.542022
2024-09-01,11.913896
2024-10-01,13.717558
2024-11-01,13.903372
2024-12-01,11.856489
2025-01-01,12.039073
2025-02-01,14.526293
2025-03-01,15.046679
2025-04-01,17.745949
2025-05-01,16.675316
2025-06-01,15.934892
2025-07-01,14.221176
2025-08-01,11.998177
2025-09-01,12.299389
2025-10-01,13.421453
2025-11-01,12.964397
2025-12-01,11.322678
2026-01-01,11.747167
2026-02-01,13.928034
2026-03-01,14.335834
