,et0_mm_day
2016-06-01,11.880189
2016-07-01,7.1382375
2016-08-01,6.7208557
2016-09-01,8.347646
2016-10-01,9.872437
2016-11-01,11.584252
2016-12-01,11.846945
2017-01-01,12.46611
2017-02-01,12.998387
2017-03-01,14.751755
2017-04-01,14.381282
2017-05-01,10.94082
2017-06-01,11.645548
2017-07-01,9.525768
2017-08-01,6.186521
2017-09-01,8.367359
2017-10-01,10.686495
2017-11-01,12.841061
2017-12-01,12.003124
2018-01-01,12.075774
2018-02-01,13.518214
2018-03-01,13.89575
2018-04-01,14.584508
2018-05-01,13.240308
2018-06-01,11.441812
2018-07-01,8.873619
2018-08-01,6.389685
2018-09-01,6.7629294
2018-10-01,9.259664
2018-11-01,11.507101
2018-12-01,12.071371
2019-01-01,12.342386
2019-02-01,13.626143
2019-03-01,15.374966
2019-04-01,14.916092
2019-05-01,13.392389
2019-06-01,8.837581
2019-07-01,9.548649
2019-08-01,6.2401147
2019-09-01,7.2955637
2019-10-01,6.5870433
2019-11-01,9.4692335
2019-12-01,11.301271
2020-01-01,11.650435
2020-02-01,13.408765
2020-03-01,15.574246
2020-04-01,15.056833
2020-05-01,13.241932
2020-06-01,13.273157
2020-07-01,10.258868
2020-08-01,5.8340507
2020-09-01,7.7271385
2020-10-01,9.947128
2020-11-01,11.879623
2020-12-01,12.059204
2021-01-01,11.957161
2021-02-01,13.196252
2021-03-01,14.470346
2021-04-01,14.575265
2021-05-01,13.108834
2021-06-01,13.377637
2021-07-01,9.394548
2021-08-01,6.18661
2021-09-01,6.5765276
2021-10-01,10.472831
2021-11-01,12.012847
2021-12-01,11.993699
2022-01-01,12.482144
2022-02-01,13.575114
2022-03-01,14.728323
2022-04-01,14.131687
2022-05-01,14.368489
2022-06-01,13.727136
2022-07-01,8.257694
2022-08-01,6.44096
2022-09-01,4.896805
2022-10-01,5.702816
2022-11-01,9.967949
2022-12-01,10.381616
2023-01-01,10.947081
2023-02-01,12.336575
2023-03-01,13.800157
2023-04-01,13.67666
2023-05-01,12.504628
2023-06-01,7.1697273
2023-07-01,7.441435
2023-08-01,5.792871
2023-09-01,6.283343
2023-10-01,5.926017
2023-11-01,9.851239
2023-12-01,10.381616
2024-01-01,10.947081
2024-02-01,12.336575
2024-03-01,14.397942
2024-04-01,15.456989
2024-05-01,14.43331
2024-06-01,13.975501
2024-07-01,9.3937
2024-08-01,5.00644
2024-09-01,7.556066
2024-10-01,9.563837
2024-11-01,10.906607
2024-12-01,11.365048
2025-01-01,11.825741
2025-02-01,13.495103
2025-03-01,14.279358
2025-04-01,14.15449
2025-05-01,14.962189
2025-06-01,15.110038
2025-07-01,10.233619
2025-08-01,7.222667
2025-09-01,7.723935
2025-10-01,9.582602
2025-11-01,11.579797
2025-12-01,11.740915
2026-01-01,12.03382
2026-02-01,13.109192
2026-03-01,13.918824
