date,evaporation_m3
1952-12-17,116434.936682
1952-12-18,116434.936682
1952-12-19,116434.936682
1952-12-20,116434.936682
1952-12-21,116434.936682
1952-12-22,116434.936682
1952-12-23,116434.936682
1952-12-24,116434.936682
1952-12-25,116434.936682
1952-12-26,116434.936682
1952-12-27,116434.936682
1952-12-28,116434.936682
1952-12-29,116434.936682
1952-12-30,116434.936682
1952-12-31,116434.936682
1953-01-01,145104.001727
1953-01-02,145104.001727
1953-01-03,145104.001727
1953-01-04,145104.001727
1953-01-05,145104.001727
1953-01-06,145104.001727
1953-01-07,145104.001727
1953-01-08,145104.001727
1953-01-09,145104.001727
1953-01-10,145104.001727
1953-01-11,145104.001727
1953-01-12,145104.001727
1953-01-13,145104.001727
1953-01-14,145104.001727
1953-01-15,145104.001727
1953-01-16,145104.001727
1953-01-17,145104.001727
1953-01-18,145104.001727
1953-01-19,145104.001727
1953-01-20,145104.001727
1953-01-21,145104.001727
1953-01-22,145104.001727
1953-01-23,145104.001727
1953-01-24,145104.001727
1953-01-25,145104.001727
1953-01-26,145104.001727
1953-01-27,145104.001727
1953-01-28,145104.001727
1953-01-29,145104.001727
1953-01-30,145104.001727
1953-01-31,145104.001727
1953-02-01,188706.436061
1953-02-02,188706.436061
1953-02-03,188706.436061
1953-02-04,188706.436061
1953-02-05,188706.436061
1953-02-06,188706.436061
1953-02-07,188706.436061
1953-02-08,188706.436061
1953-02-09,188706.436061
1953-02-10,188706.436061
1953-02-11,188706.436061
1953-02-12,188706.436061
1953-02-13,188706.436061
1953-02-14,188706.436061
1953-02-15,188706.436061
1953-02-16,188706.436061
1953-02-17,188706.436061
1953-02-18,188706.436061
1953-02-19,188706.436061
1953-02-20,188706.436061
1953-02-21,188706.436061
1953-02-22,188706.436061
1953-02-23,188706.436061
1953-02-24,188706.436061
1953-02-25,188706.436061
1953-02-26,188706.436061
1953-02-27,188706.436061
1953-02-28,188706.436061
1953-03-01,207172.742774
1953-03-02,207172.742774
1953-03-03,207172.742774
1953-03-04,207172.742774
1953-03-05,207172.742774
1953-03-06,207172.742774
1953-03-07,207172.742774
1953-03-08,207172.742774
1953-03-09,207172.742774
1953-03-10,207172.742774
1953-03-11,207172.742774
1953-03-12,207172.742774
1953-03-13,207172.742774
1953-03-14,207172.742774
1953-03-15,207172.742774
1953-03-16,207172.742774
