# era5_prcp_-0.17_31.37  era5_prcp_-1.86_34.52  era5_prcp_-1.94_35.1  era5_prcp_-1.83_30.42
5.624 2.022 2.277 0.839
3.039 8.577 6.156 1.538
2.140 4.358 2.529 1.857
4.852 2.287 0.357 3.024
1.253 14.579 6.224 13.019
4.013 4.610 3.011 5.928
0.705 0.005 0.018 0.686
0.848 0.000 0.007 0.398
0.646 0.746 0.118 1.294
1.841 0.006 0.089 1.225
1.514 0.017 0.021 2.151
1.106 0.000 0.000 0.674
0.674 0.001 0.001 0.757
0.207 0.000 0.000 1.114
0.369 0.002 0.002 0.234
0.083 0.000 0.000 0.326
0.374 0.000 0.000 0.872
1.989 0.616 0.255 4.329
3.439 0.867 3.525 9.579
1.050 1.843 0.325 5.190
0.239 2.367 0.759 0.149
5.244 4.591 1.175 5.128
1.914 10.050 8.685 5.626
11.018 5.978 1.914 7.324
0.282 3.131 5.704 0.060
8.899 17.037 3.002 12.292
3.588 12.031 14.142 2.187
3.640 1.086 1.056 1.020
6.267 8.740 16.203 9.030
0.767 6.338 11.883 3.309
5.268 2.586 0.679 2.897
0.740 2.223 1.867 1.160
1.774 12.155 13.655 4.036
1.429 4.847 8.279 5.315
0.213 0.191 0.011 0.088
0.596 1.309 0.297 0.152
0.754 7.008 4.735 1.311
2.288 3.303 2.135 12.463
5.883 7.885 5.187 9.854
0.599 0.384 0.154 2.580
0.640 0.000 0.000 0.357
0.373 0.090 0.004 4.771
0.220 0.000 0.000 0.550
0.363 0.037 0.189 0.716
2.239 3.492 7.859 11.621
11.160 14.676 16.318 16.992
0.139 13.083 26.195 0.636
0.543 0.113 0.038 8.078
5.244 0.436 0.164 11.238
0.146 0.171 0.326 1.131
0.654 0.082 0.201 1.583
3.664 0.174 0.212 5.827
5.037 0.199 0.135 3.498
3.979 4.218 0.885 2.679
2.631 15.879 15.429 0.280
0.465 3.871 4.661 0.570
0.066 4.390 2.984 0.631
0.689 0.052 0.005 8.406
2.483 0.353 0.039 11.763
5.832 4.150 0.069 6.145
1.450 4.609 1.302 1.406
0.337 0.107 0.083 1.236
0.994 0.004 0.001 0.632
0.724 0.008 0.201 0.662
0.236 0.015 0.033 0.281
2.283 0.021 0.047 0.355
4.310 1.447 0.717 6.835
7.517 5.632 1.643 3.852
3.095 2.798 0.426 4.610
1.265 0.010 0.065 9.537
1.393 0.309 0.829 12.908
0.769 1.034 0.300 0.691
1.068 0.063 0.261 5.514
0.575 0.002 0.078 0.364
0.193 0.002 0.017 0.057
0.463 0.482 0.374 0.311
20.606 10.675 8.047 7.230
4.273 15.217 43.653 10.866
10.328 19.155 24.374 8.166
0.421 11.238 6.353 7.960
0.987 10.087 6.445 5.802
1.466 0.101 0.130 6.270
6.340 1.098 0.235 4.124
3.491 0.086 0.243 6.142
1.196 0.043 0.075 5.352
3.389 0.078 0.108 6.480
0.400 0.212 0.092 0.776
2.598 0.110 0.096 0.558
3.335 0.067 0.148 1.056
6.962 1.948 1.847 1.790
7.049 19.587 8.530 17.650
8.786 8.878 3.095 14.159
4.823 0.687 0.370 6.186
3.428 1.197 0.314 3.584
2.168 0.444 0.242 0.673
5.897 1.756 0.986 13.077
2.613 7.029 5.801 14.213
5.083 0.296 0.031 8.245
1.727 0.286 0.278 12.396
1.221 0.100 0.563 9.271
0.328 0.097 0.031 0.046
6.068 3.340 1.814 0.982
1.519 6.465 1.766 5.736
0.650 2.482 3.464 8.436
1.295 0.198 0.212 0.244
0.666 0.050 0.109 0.150
0.259 1.327 1.544 0.211
0.432 0.018 0.117 2.605
2.295 0.658 1.577 0.387
5.838 0.016 0.018 5.071
0.263 0.004 0.001 0.057
0.995 0.002 0.047 0.302
1.070 0.018 0.046 0.157
0.677 0.003 0.023 0.333
1.168 0.001 0.140 0.079
0.497 0.001 0.001 0.003
0.002 0.000 0.045 0.000
0.001 0.006 0.100 0.001
0.020 1.151 1.211 0.009
0.083 0.184 0.547 0.002
5.179 0.010 0.000 0.117
0.401 1.322 0.000 0.197
0.154 0.044 0.095 0.004
0.245 0.084 0.112 0.015
8.155 0.018 0.092 0.817
1.005 0.089 0.018 0.297
0.469 0.049 0.066 0.019
0.001 0.037 0.180 0.001
0.098 0.012 0.183 0.001
0.102 0.170 0.804 0.016
0.851 0.072 0.292 0.000
0.358 0.002 0.056 0.001
0.000 0.000 0.000 0.000
0.024 0.001 0.001 0.001
4.060 0.003 0.064 0.096
0.590 0.033 0.277 0.096
0.341 0.223 0.083 0.212
2.863 0.249 0.001 0.492
4.650 0.075 0.135 0.241
3.074 0.092 0.194 0.069
1.659 0.012 0.012 0.098
0.041 0.001 0.010 0.001
0.006 0.029 0.057 0.000
0.037 0.044 0.157 0.002
1.737 0.075 0.113 0.006
0.561 0.002 0.002 0.003
0.731 0.129 0.030 0.020
0.652 0.010 0.084 0.082
0.737 0.000 0.001 0.000
0.096 0.021 0.092 0.001
0.254 0.508 0.243 0.002
5.582 0.239 0.036 0.000
0.179 0.001 0.005 0.001
0.000 0.001 0.558 0.000
0.038 0.880 1.424 0.000
0.459 0.882 0.053 0.003
0.518 0.249 0.126 0.013
3.487 0.001 0.000 0.339
0.227 0.000 0.004 0.084
0.090 0.001 0.001 0.013
0.001 0.000 0.000 0.000
0.006 0.000 0.000 0.000
0.085 0.001 0.001 0.002
0.550 1.871 0.352 0.001
0.037 0.067 0.885 0.001
0.149 0.134 0.613 0.003
2.853 0.106 0.411 0.004
1.015 0.009 0.164 0.001
0.646 0.002 0.030 0.001
3.985 0.012 0.031 0.534
0.449 0.000 0.000 0.007
0.299 0.002 0.003 0.003
0.152 0.000 1.769 0.000
10.972 0.286 1.186 0.166
3.893 0.265 0.771 0.259
8.827 0.001 0.330 0.115
10.613 0.010 0.515 0.005
3.814 5.876 5.350 0.040
4.902 3.018 1.265 0.020
6.971 0.012 0.071 0.073
3.523 0.003 0.025 0.223
2.006 0.001 0.001 0.001
0.280 0.028 0.008 0.001
5.806 0.045 0.086 0.404
4.823 1.349 0.253 3.366
2.083 0.017 0.102 1.190
0.630 0.098 0.265 0.011
1.295 0.049 0.326 0.053
1.827 0.221 0.332 0.067
2.277 0.084 0.558 0.096
4.839 1.187 0.991 0.048
4.673 0.607 0.012 0.101
3.149 0.710 0.002 1.595
7.036 0.014 0.008 0.019
0.393 0.281 0.050 0.040
6.982 0.016 0.010 0.007
2.180 0.179 0.514 0.013
8.615 0.898 0.858 1.281
6.673 0.107 0.426 0.024
1.005 0.829 0.377 1.641
2.896 3.335 0.574 2.415
6.788 0.002 0.058 7.316
0.981 0.000 0.000 0.026
0.437 0.002 0.003 0.003
2.062 0.118 1.144 0.006
0.320 4.509 1.580 0.327
3.344 3.392 1.749 0.477
6.217 0.001 0.001 8.672
1.311 0.001 0.099 0.779
5.640 0.309 0.048 1.886
5.919 0.039 0.027 0.091
1.596 0.065 3.780 0.001
13.108 9.698 1.410 0.005
2.270 0.821 1.513 2.440
7.322 2.448 0.807 0.126
5.662 0.082 0.054 0.015
4.474 1.443 0.158 10.941
0.822 0.097 0.207 0.323
5.349 0.898 0.207 0.809
2.365 5.182 1.262 5.431
2.674 0.025 0.101 1.567
0.864 0.764 1.011 0.294
4.122 0.531 0.326 1.533
8.075 0.120 0.420 4.291
0.557 0.034 0.102 6.096
5.923 0.667 0.523 7.314
2.931 1.781 0.553 3.257
8.833 1.307 2.927 5.165
1.918 6.738 6.509 0.407
2.145 2.030 1.730 2.636
2.693 13.088 23.458 5.758
5.449 0.865 0.118 6.107
1.478 0.035 0.036 0.427
7.741 2.594 1.120 12.142
0.655 0.044 0.091 0.494
0.257 0.002 0.002 0.002
0.249 0.029 0.017 0.000
1.082 0.016 0.004 0.085
5.586 0.056 0.063 0.084
2.840 2.806 2.776 2.704
1.808 1.128 0.063 0.973
3.632 0.012 0.037 4.241
3.787 0.007 0.036 1.075
0.400 0.011 0.070 0.076
5.632 0.023 0.242 3.375
2.921 0.008 0.127 4.365
2.086 0.009 0.189 0.507
0.607 0.002 0.002 0.409
2.179 0.000 0.000 0.321
0.039 0.001 0.001 0.087
4.547 0.117 0.016 0.226
4.260 1.389 0.094 0.509
3.840 1.744 0.396 2.891
1.881 15.116 4.606 2.772
4.566 6.943 9.712 1.285
2.754 12.186 11.238 9.877
0.813 3.090 0.712 0.212
0.364 0.270 0.071 11.633
1.844 0.073 0.090 0.228
0.034 4.199 2.689 0.096
0.766 6.137 1.140 1.848
3.105 6.722 5.524 9.754
12.110 18.859 18.713 15.700
0.967 7.947 1.159 2.543
7.284 0.420 0.168 2.769
0.986 0.000 0.000 0.219
0.382 0.001 0.001 0.144
1.964 0.079 0.080 0.596
2.433 3.772 3.351 7.877
7.912 6.777 3.007 5.259
5.719 3.957 0.711 7.967
7.598 1.174 0.304 12.171
3.641 1.185 0.845 11.973
7.060 0.037 0.005 5.094
1.888 0.050 0.006 2.058
0.492 0.041 0.545 0.253
8.623 0.130 0.269 3.099
4.061 0.051 0.165 3.971
5.095 13.182 13.134 11.218
2.213 11.641 21.052 8.810
8.275 17.057 17.893 15.420
11.678 15.389 23.572 7.322
0.092 19.395 15.978 0.637
2.567 10.969 2.619 2.041
1.740 6.068 8.262 3.163
5.403 5.594 1.177 3.872
4.794 9.096 1.233 9.232
1.028 0.796 0.139 0.804
7.120 5.691 4.105 0.846
3.723 0.320 0.277 2.656
3.942 0.028 0.195 4.066
2.143 0.752 0.096 7.148
2.442 0.090 0.018 0.991
5.533 1.354 2.578 6.579
8.387 1.486 0.103 7.343
0.185 2.366 0.525 3.205
0.215 3.209 1.259 2.853
4.027 12.899 45.205 10.904
9.598 21.085 27.803 13.322
0.484 21.716 44.759 0.891
1.708 7.211 16.856 2.055
1.082 0.161 0.310 0.321
1.173 0.073 0.035 0.077
2.394 0.501 0.235 6.607
2.814 6.628 1.368 5.541
4.588 4.355 0.874 1.579
1.801 3.900 0.552 1.534
0.608 1.491 0.217 8.211
0.683 0.018 0.063 0.267
0.704 0.702 0.154 0.068
4.011 0.877 0.256 8.030
0.523 1.943 3.127 0.068
2.819 9.848 13.972 11.993
0.291 14.655 17.727 4.749
1.042 5.078 0.957 2.870
0.206 0.207 0.041 0.790
4.966 0.467 0.087 0.138
0.001 0.026 0.040 0.006
0.008 0.753 3.990 0.005
0.021 4.477 5.855 0.234
1.071 8.488 12.861 6.757
7.470 0.257 0.169 0.161
0.912 0.281 0.167 1.674
0.212 0.039 0.145 0.773
2.036 0.024 0.037 5.097
1.414 0.000 0.002 5.980
0.479 0.011 0.205 0.443
0.024 0.120 0.011 0.130
0.000 1.646 0.443 0.794
1.066 5.781 4.896 0.293
3.094 0.104 0.099 0.481
0.125 0.015 0.013 0.027
0.567 0.029 0.063 3.650
0.029 0.350 0.053 2.686
1.328 11.298 5.472 5.449
8.772 7.336 13.297 17.463
0.006 9.497 7.335 5.876
0.311 4.037 7.202 5.084
1.661 2.381 5.041 17.869
0.035 1.019 5.986 5.134
0.008 0.703 0.728 0.962
0.002 2.077 3.189 5.210
0.002 1.690 0.913 0.051
0.002 0.137 0.098 0.071
0.000 0.242 0.090 12.023
0.002 0.053 0.434 0.455
0.000 3.996 4.996 0.141
7.277 2.528 6.807 9.777
3.892 11.980 3.479 6.854
3.656 8.602 2.437 2.463
0.445 6.091 9.271 1.714
0.535 0.445 0.356 0.376
0.000 0.120 0.323 0.360
0.496 1.321 3.040 0.246
0.009 1.324 2.913 0.330
0.099 9.223 20.426 4.586
3.846 0.483 1.703 3.175
2.001 0.243 0.061 1.736
5.007 0.197 0.128 7.368
9.168 0.992 1.188 14.410
8.208 9.129 6.689 5.926
3.215 4.192 9.232 3.293
0.263 5.498 7.952 0.295
1.218 0.128 0.297 4.637
0.016 0.041 0.227 0.487
0.079 3.570 2.203 0.505
0.001 3.285 0.511 0.233
0.346 0.016 0.030 0.403
0.160 0.021 0.008 3.365
0.004 0.000 0.000 2.194
0.168 0.004 0.089 0.267
0.581 0.008 0.024 0.244
0.340 0.092 0.104 0.573
2.740 0.013 0.103 4.966
5.797 0.001 0.016 23.223
4.394 0.262 0.271 6.966
0.277 0.004 0.000 0.611
0.969 0.001 0.001 12.535
1.307 0.004 0.002 2.960
1.035 0.001 0.066 2.117
0.917 0.380 0.215 0.226
1.046 0.002 0.002 0.568
0.167 0.001 0.005 0.443
0.468 0.003 0.119 0.369
0.471 1.773 0.062 0.481
5.569 0.098 0.074 12.109
0.486 2.128 2.080 16.035
6.907 1.565 0.141 6.937
4.168 0.583 0.231 5.657
1.212 2.085 0.131 2.507
5.532 9.459 0.618 4.809
2.942 9.541 3.009 0.473
2.299 1.709 0.341 3.690
3.322 10.079 5.439 11.262
5.660 16.561 14.394 2.534
7.751 12.396 8.455 8.955
6.196 4.710 4.568 7.161
3.245 6.651 3.555 9.736
5.769 0.690 0.983 3.820
14.063 0.474 3.428 13.348
5.415 7.930 8.250 6.910
1.226 2.052 1.941 0.373
0.191 0.230 2.709 0.352
0.750 3.003 3.703 0.405
7.548 8.028 8.445 6.609
3.212 5.576 10.287 13.168
5.360 7.618 4.574 2.712
3.487 4.959 3.601 3.983
4.973 7.810 6.096 5.057
22.678 10.299 7.412 24.600
2.424 2.682 2.188 4.635
1.209 0.416 1.392 6.747
5.070 15.466 16.301 13.532
3.953 28.008 13.160 5.868
0.721 12.255 12.688 1.439
4.229 5.734 5.538 15.433
0.717 0.582 0.486 0.819
0.610 0.153 0.040 1.159
3.943 0.582 0.038 8.657
6.161 4.427 5.171 5.329
0.856 12.459 7.575 1.141
1.563 4.682 0.399 3.345
6.005 6.754 0.978 6.987
2.843 8.468 2.873 3.951
2.728 0.330 0.153 0.951
4.931 5.071 2.735 6.237
7.427 2.503 9.687 5.602
1.333 3.697 2.940 7.048
14.885 8.795 0.526 34.381
5.026 18.913 10.902 6.387
4.775 8.596 4.404 9.300
5.813 13.744 10.809 14.984
1.052 11.058 14.034 1.040
2.236 7.282 17.009 8.027
1.479 8.815 17.805 3.651
4.057 12.243 11.686 1.207
6.207 12.613 14.059 27.388
8.930 10.709 7.604 7.316
15.644 15.866 14.789 11.422
24.794 13.299 20.570 3.626
2.339 12.903 17.274 2.054
9.800 8.670 15.324 2.767
1.816 12.820 10.422 13.471
2.031 4.217 3.562 7.148
4.638 0.624 1.035 3.426
2.929 3.877 2.094 8.000
12.679 1.067 6.173 11.086
1.971 9.491 7.550 4.381
0.079 2.648 0.882 4.919
6.637 9.707 16.603 5.918
18.988 9.631 13.201 8.333
5.836 5.403 20.634 28.422
1.557 2.909 1.128 0.654
9.416 1.424 0.432 2.415
1.044 1.169 2.495 19.259
0.591 2.728 2.730 14.431
4.369 4.138 1.801 11.699
2.463 5.891 4.976 8.299
0.747 3.851 0.277 5.358
3.467 1.766 1.599 3.048
3.861 1.656 0.696 2.923
5.076 1.080 2.061 12.706
8.684 4.964 2.953 7.751
1.798 0.187 0.283 2.218
5.568 11.597 3.425 4.394
3.746 1.916 0.536 6.272
1.410 6.848 1.825 7.713
6.103 0.520 0.286 5.839
2.285 2.981 11.201 1.409
7.664 12.729 14.852 7.459
4.953 14.647 1.529 2.877
1.579 14.766 13.917 0.873
0.336 1.450 0.386 1.356
0.394 1.188 0.001 1.255
4.503 0.034 0.857 0.803
0.383 0.029 0.492 0.062
7.100 1.716 2.085 0.160
4.817 3.515 0.918 0.248
3.869 0.047 0.094 1.738
2.676 0.010 0.061 0.477
0.943 0.975 0.036 0.032
4.159 0.179 0.239 1.565
6.304 0.227 0.080 0.418
0.326 0.000 0.000 0.000
0.001 0.001 0.001 0.001
0.001 0.349 0.001 0.001
0.411 0.178 0.020 0.008
0.568 0.547 0.247 0.019
1.658 0.138 0.093 0.461
0.817 0.003 0.026 0.717
4.546 0.003 0.014 0.139
6.909 0.003 0.109 0.057
0.068 0.119 0.657 0.001
0.039 0.197 0.264 0.010
0.077 0.154 0.181 0.002
0.006 0.000 0.030 0.000
0.003 0.175 0.194 0.003
0.005 0.010 0.002 0.002
0.003 0.003 0.013 0.003
0.733 0.008 0.013 0.016
0.671 0.002 0.010 0.032
0.002 0.000 0.067 0.000
0.016 0.000 0.050 0.000
0.003 0.060 0.011 0.001
0.000 0.468 0.123 0.000
0.121 0.382 0.978 0.017
6.362 4.146 0.800 0.006
6.155 0.488 0.464 14.980
3.080 0.000 0.000 2.487
0.596 0.452 0.754 0.178
1.083 1.876 0.814 0.003
4.644 0.025 0.073 0.058
0.464 0.012 0.100 0.003
0.031 0.001 0.001 0.001
0.008 0.000 0.009 0.000
0.049 0.010 0.096 0.008
0.494 0.018 0.008 0.005
0.891 0.317 0.015 0.007
0.799 0.130 0.162 0.035
0.732 0.735 0.674 0.002
0.996 0.057 0.077 0.002
0.036 0.001 0.001 0.001
0.029 0.002 0.002 0.002
0.001 0.001 0.001 0.001
0.008 0.010 0.001 0.004
0.022 0.013 0.049 0.001
0.356 0.018 0.105 0.029
0.525 0.036 0.326 0.001
0.201 0.007 0.020 0.008
0.188 0.080 0.072 0.000
0.143 0.018 0.069 0.001
0.060 0.004 0.113 0.000
0.008 0.001 0.001 0.001
0.001 0.001 0.001 0.001
0.000 0.000 0.000 0.000
0.000 0.000 0.002 0.000
0.001 0.016 0.026 0.001
0.035 0.037 0.025 0.001
0.023 0.003 0.008 0.002
0.008 0.003 0.003 0.003
0.002 0.001 0.001 0.001
0.029 0.033 0.004 0.001
0.379 0.003 0.010 0.004
5.573 0.901 1.459 0.033
0.603 0.687 0.439 0.097
0.487 1.292 1.340 0.359
15.025 3.026 13.257 3.176
3.072 0.929 1.272 1.810
0.487 3.013 2.519 4.930
0.260 0.500 0.302 3.107
0.726 0.225 0.073 3.662
1.774 0.018 0.470 1.159
1.312 0.067 0.248 0.049
5.512 0.846 0.562 0.042
1.928 0.002 0.002 0.182
0.111 0.001 0.001 0.174
0.221 0.000 0.021 0.000
0.452 0.000 0.061 0.001
0.349 1.095 0.390 0.004
0.083 0.036 0.040 0.006
0.551 0.013 0.037 0.001
0.582 0.013 0.083 0.000
0.001 0.003 0.034 0.001
0.047 0.055 0.650 0.001
0.224 0.003 0.118 0.000
1.442 0.486 0.026 0.001
6.384 0.193 0.183 0.250
3.780 0.028 0.031 0.115
16.501 1.345 0.022 6.912
4.409 2.690 3.044 4.783
4.326 6.466 2.170 26.096
7.664 17.767 12.046 14.790
10.405 5.225 1.653 6.097
0.115 2.132 1.904 3.252
3.053 10.631 16.376 15.240
5.591 4.486 13.098 1.831
6.808 6.386 1.256 17.316
4.360 0.000 0.005 1.090
3.024 0.017 0.014 0.004
4.997 0.089 0.126 2.159
4.733 0.039 0.101 0.384
10.406 0.024 0.010 1.107
5.913 0.757 0.338 7.340
4.597 7.258 1.517 6.095
2.947 0.802 0.209 1.599
1.338 0.032 0.135 0.912
0.192 0.005 0.004 2.380
5.411 0.003 0.003 0.908
1.186 0.032 0.027 0.214
7.714 0.026 0.008 1.844
5.843 0.020 0.072 0.519
2.099 0.002 0.058 0.541
3.281 0.101 0.120 0.276
0.333 0.003 0.002 0.326
1.935 0.005 0.000 0.678
1.283 0.001 0.039 0.130
0.337 0.001 0.004 0.168
13.203 0.137 0.247 8.143
5.452 0.067 0.377 9.218
0.950 0.000 0.006 1.224
1.765 0.003 0.141 0.207
6.498 0.024 0.137 0.847
5.436 0.002 0.002 0.077
1.516 0.026 0.244 0.010
2.784 0.003 0.458 2.497
0.808 0.005 0.146 1.193
7.570 0.233 0.074 9.868
6.870 0.008 0.078 4.235
1.332 0.093 0.001 0.100
5.889 0.006 0.002 0.000
0.611 0.067 0.063 0.003
2.491 0.092 0.142 1.512
4.337 0.096 0.290 6.918
4.028 0.003 0.019 3.023
1.225 0.012 0.029 0.113
2.647 0.133 0.049 0.050
2.235 1.953 5.357 3.294
2.221 3.464 0.212 1.689
17.533 3.913 0.022 19.801
7.398 0.757 0.374 1.060
8.854 0.843 0.166 10.936
1.676 1.823 0.445 0.269
5.185 11.759 1.853 12.984
0.423 3.337 0.116 0.265
0.961 1.065 0.308 0.487
1.440 0.673 0.056 7.809
9.256 0.874 0.286 7.221
4.898 5.394 1.015 7.654
1.386 0.703 0.263 0.493
0.789 0.023 0.123 0.819
0.251 0.001 0.001 0.662
2.685 0.026 0.060 0.199
1.484 0.019 0.091 0.191
13.262 3.909 5.078 13.866
2.082 0.209 0.132 0.853
7.765 0.296 0.220 1.849
2.977 4.552 1.898 2.862
5.338 0.474 0.298 1.050
8.154 7.084 13.731 14.164
5.778 4.530 6.330 2.311
6.696 4.362 0.402 6.061
5.977 1.041 0.351 24.717
3.398 0.273 0.443 8.181
7.964 0.071 0.118 5.879
6.350 0.057 0.034 0.335
2.777 0.245 0.178 0.142
2.663 0.022 0.029 5.580
1.259 0.132 0.023 0.451
6.391 0.496 0.472 13.189
4.744 4.961 4.145 2.771
1.004 3.641 0.643 2.007
2.262 0.025 0.058 0.736
0.539 0.111 0.003 8.319
1.083 0.009 0.002 0.609
7.483 0.317 0.007 1.256
3.842 0.069 0.028 2.648
5.154 3.362 0.284 8.958
4.521 5.721 0.648 8.542
2.708 1.057 0.785 6.295
6.800 4.700 1.182 2.863
0.819 3.067 0.929 1.302
5.195 5.371 6.547 1.008
1.250 15.024 19.493 5.696
5.377 0.090 0.042 15.066
0.510 0.072 0.565 1.008
0.446 1.941 1.124 3.688
0.619 0.018 0.038 4.886
3.742 0.035 0.090 0.577
3.808 0.037 0.514 0.211
4.374 0.023 0.185 0.303
0.154 0.132 0.675 4.364
0.080 0.054 0.520 0.205
1.173 4.721 0.406 3.381
1.761 15.460 7.520 3.994
3.247 10.003 3.800 7.918
0.913 2.026 0.341 3.282
0.187 2.706 0.136 0.696
2.889 21.651 18.293 11.440
9.869 11.932 19.110 4.707
3.585 15.934 22.149 8.576
9.504 7.778 9.556 11.843
5.725 1.718 6.489 0.238
1.242 9.450 17.987 0.852
2.750 3.614 0.718 11.440
3.432 8.151 2.755 0.696
4.405 7.024 0.663 1.286
0.414 8.513 0.928 3.693
2.448 4.272 4.075 1.050
0.145 9.556 2.068 1.388
2.568 5.109 8.575 7.935
3.946 9.423 19.843 4.421
0.514 7.728 4.880 0.455
0.573 11.666 12.156 5.027
5.459 4.082 9.021 2.296
0.980 0.083 0.243 0.444
0.823 0.111 0.095 0.099
0.155 0.034 0.110 2.011
1.227 0.066 0.138 4.228
4.100 0.052 0.145 0.640
7.731 5.132 0.827 2.111
3.015 1.268 0.234 10.577
0.899 0.047 0.144 0.541
0.164 0.067 0.127 0.189
0.394 0.110 0.190 0.541
5.826 3.165 2.171 2.697
2.023 0.131 0.211 7.028
7.952 1.516 0.862 0.191
0.301 11.728 16.413 5.202
3.594 2.144 5.155 1.100
1.915 0.147 0.047 0.845
0.630 0.090 0.020 0.104
0.020 0.911 4.547 0.018
0.002 0.020 0.000 0.180
0.008 0.001 0.001 0.007
0.001 0.476 0.144 0.044
3.157 6.661 13.980 2.156
15.583 5.943 20.207 7.821
1.359 2.228 1.385 3.318
1.873 13.281 14.791 9.789
1.771 3.455 4.021 0.624
2.479 7.721 6.936 4.303
1.325 33.151 12.038 8.274
0.623 1.176 1.891 0.156
1.342 0.472 0.086 0.671
4.745 1.215 2.513 1.962
0.850 0.592 0.109 1.350
2.213 0.013 0.058 0.207
0.096 0.001 0.048 0.014
0.346 0.000 0.005 0.091
0.267 0.024 0.013 4.278
0.771 0.268 0.026 0.931
0.000 0.000 0.000 0.095
0.578 0.014 0.147 0.155
0.000 0.007 0.000 0.207
0.011 0.013 0.204 0.049
0.675 0.150 0.028 0.268
1.568 0.250 0.186 0.715
0.508 0.754 0.333 3.158
1.922 2.113 2.601 2.718
0.429 0.929 0.269 1.984
0.766 0.002 0.003 0.110
0.367 2.350 0.044 6.392
3.906 0.008 0.220 3.060
0.673 0.001 0.001 1.131
0.000 0.000 0.000 0.120
0.029 0.001 0.001 0.056
0.016 0.116 0.500 3.553
0.220 0.397 8.794 0.254
9.683 0.223 0.094 3.037
0.313 2.678 0.756 9.947
0.225 0.637 0.794 0.083
7.735 0.412 0.310 8.652
0.949 0.132 0.268 3.780
7.790 0.233 0.276 10.511
1.586 16.635 13.487 2.550
13.125 9.243 7.015 6.308
0.486 1.778 0.293 0.678
0.013 0.003 0.038 0.096
0.246 0.001 0.001 0.057
0.498 0.011 0.000 0.123
0.259 1.791 0.101 0.458
2.124 11.531 5.695 5.397
1.257 1.393 0.925 3.571
2.209 0.910 0.738 12.314
3.738 3.122 0.420 1.851
2.910 14.375 5.129 1.905
3.662 4.323 0.661 3.954
0.797 3.596 14.080 0.206
2.809 0.212 0.094 3.956
0.255 0.002 0.002 8.401
0.551 0.327 0.045 0.198
0.420 0.120 0.007 0.696
0.181 0.002 0.000 3.025
3.216 0.001 0.001 12.551
0.248 0.003 0.003 0.091
0.193 0.011 0.052 0.436
0.036 2.172 0.860 1.058
0.091 0.002 0.030 0.022
0.399 0.019 0.007 0.416
0.680 0.011 0.005 0.369
0.209 1.095 0.049 0.334
1.557 0.002 0.095 0.740
0.364 0.004 0.003 0.250
0.920 0.005 0.000 0.065
2.399 0.024 0.101 1.058
0.709 0.593 0.042 2.681
0.882 1.877 0.830 7.485
6.100 0.338 0.435 17.872
0.629 0.346 0.759 0.612
3.638 7.429 2.864 8.020
0.807 2.673 0.622 2.602
2.278 0.455 0.459 7.555
0.467 0.332 0.309 0.823
0.370 1.116 1.330 0.631
3.684 2.548 1.115 0.906
1.159 0.059 0.308 2.973
0.579 0.045 0.015 0.543
0.997 0.247 0.000 0.639
0.282 0.048 0.102 2.798
15.215 12.554 26.868 10.326
4.170 13.836 5.749 8.206
1.390 3.407 0.703 3.822
5.795 0.170 0.053 3.135
1.541 0.464 0.406 2.016
3.123 8.178 0.978 3.139
6.034 1.523 0.207 10.788
5.437 1.045 0.070 13.853
0.582 0.011 0.001 6.050
1.190 0.002 0.002 0.354
0.623 0.006 0.003 0.125
0.644 0.050 0.135 3.725
3.484 7.913 3.397 1.450
9.747 18.535 51.105 4.939
0.400 11.934 70.452 0.117
2.207 1.833 1.507 4.574
7.013 9.659 17.757 13.246
17.975 20.864 17.014 16.601
3.561 4.367 10.734 0.271
0.716 0.507 3.075 1.086
1.585 8.522 1.083 3.757
4.931 7.649 4.538 1.319
2.529 2.746 0.764 1.251
0.322 0.070 0.018 1.950
4.933 6.272 0.895 5.244
4.578 1.072 0.591 10.385
3.064 0.631 0.457 9.646
2.855 0.080 0.259 1.711
0.471 0.023 0.087 4.583
4.984 9.368 8.808 6.336
6.423 3.620 2.209 6.344
1.680 2.543 0.567 13.174
0.946 0.562 0.181 11.561
2.170 0.473 0.610 12.648
0.882 0.376 0.877 4.955
10.260 0.458 0.503 2.511
0.509 0.455 0.303 0.977
0.678 0.007 0.058 5.541
2.617 0.171 0.012 3.266
0.636 1.464 0.737 0.517
1.279 5.506 1.870 4.938
6.090 4.537 3.656 3.345
7.970 4.848 0.349 0.915
7.275 1.524 0.080 8.082
0.851 6.461 0.890 7.694
2.413 0.912 0.061 2.423
1.111 0.228 0.255 1.197
5.834 0.442 0.267 0.794
4.844 0.026 0.151 3.223
3.548 7.118 6.918 8.377
4.260 1.254 0.515 0.775
0.547 0.403 0.452 2.996
2.207 1.093 1.614 1.905
0.946 4.078 1.918 0.159
3.402 3.747 4.313 1.434
3.042 8.160 11.194 0.143
9.931 1.543 2.082 0.445
1.715 1.054 2.426 0.182
6.647 6.320 3.034 0.180
4.973 2.451 2.393 0.867
2.273 0.602 0.390 0.278
6.002 0.105 0.125 0.014
0.032 0.001 0.015 0.001
0.048 0.197 0.091 0.002
4.613 0.075 0.229 0.009
4.041 0.055 0.075 0.090
0.706 0.059 0.251 0.237
0.672 0.028 0.611 0.017
0.359 0.417 0.689 0.002
0.446 1.456 0.023 0.002
0.804 1.328 0.451 0.002
